Inv_Id,Vendor_Code,GL_Code,Inv_Amt,Item_Description,Product_Category
1591,VENDOR-1528,GL-2182000,1.268622265,"FERTIGHAUS DEVELOPMENT CORP - Oct-2008 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1592,VENDOR-675,GL-2182000,67.95215692,"AGL SEPARATE ACCOUNT A - May-2014 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1593,VENDOR-1292,GL-2182000,0.238614546,"DUKE ENERGY CAROLINAS, LLC - Jun-2014 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1594,VENDOR-1292,GL-2182000,82.24885245,"DUKE ENERGY CAROLINAS, LLC - Apr-2002 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1595,VENDOR-675,GL-2182000,77.35668589,"AGL SEPARATE ACCOUNT A - Sep-2000 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1596,VENDOR-451,GL-2182000,13.2616508,"BANTA CORP - Feb-2001 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1598,VENDOR-1353,GL-2182000,83.57628304,"EDUCATIONAL DEVELOPMENT CORP - Oct-2004 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1601,VENDOR-906,GL-2182000,80.68077546,"COCA COLA CO - Mar-2013 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1602,VENDOR-1385,GL-2182000,32.05316445,"ELK HORN COAL CORP - Mar-2006 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1603,VENDOR-978,GL-2182000,60.4835182,"CONAGRA BRANDS INC. - Jul-2008 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1605,VENDOR-1441,GL-2182000,31.32632621,"ESTERLINE TECHNOLOGIES CORP - Feb-2003 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1606,VENDOR-1167,GL-2182000,2.918141283,"DEAN FOODS CO - May-2002 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1608,VENDOR-453,GL-2182000,10.18740547,"BARCLAY INVESTMENTS INC /BD - Oct-2005 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1609,VENDOR-110,GL-2182000,0.813619545,"ALL AMERICAN ASSURANCE CO - Sep-2001 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1612,VENDOR-320,GL-2182000,62.83759257,"ARKANSAS POWER & LIGHT CO - Mar-2001 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1613,VENDOR-398,GL-2182000,31.46533994,"BADGER PAPER MILLS INC - Apr-2011 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1614,VENDOR-438,GL-2182000,61.65449382,"SIGNET BANKING CORP - Feb-2009 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1615,VENDOR-1014,GL-2182000,69.87440309,"CONTINENTAL CORP - Sep-2016 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1618,VENDOR-1013,GL-2182000,7.354708177,"CONTINENTAL CONVEYOR & EQUIPMENT CO - May-2007 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1619,VENDOR-1013,GL-2182000,63.18731691,"CONTINENTAL CONVEYOR & EQUIPMENT CO - Aug-2006 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1620,VENDOR-1013,GL-2182000,69.49980449,"CONTINENTAL CONVEYOR & EQUIPMENT CO - Aug-2001 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1624,VENDOR-850,GL-2182000,23.85948396,"CHRISTIANA COMPANIES INC - Jan-2005 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1625,VENDOR-850,GL-2182000,13.77227371,"CHRISTIANA COMPANIES INC - Jul-2005 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1627,VENDOR-980,GL-2182000,49.61741794,"CONCERT NETWORK INC - Dec-2005 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1628,VENDOR-1023,GL-2182000,89.7470045,"CONTINENTAL MATERIALS CORP - Jun-2016 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1630,VENDOR-1013,GL-2182000,70.69290544,"CONTINENTAL CONVEYOR & EQUIPMENT CO - Nov-2004 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1631,VENDOR-1013,GL-2182000,21.0669028,"CONTINENTAL CONVEYOR & EQUIPMENT CO - Dec-2018 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1634,VENDOR-1020,GL-2182000,9.917355851,"CONTINENTAL INVESTMENT CORP /GA/ - Apr-2016 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1635,VENDOR-1020,GL-2182000,77.4117219,"CONTINENTAL INVESTMENT CORP /GA/ - Dec-2011 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1636,VENDOR-1020,GL-2182000,65.16324831,"CONTINENTAL INVESTMENT CORP /GA/ - Jul-2007 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1637,VENDOR-1020,GL-2182000,76.34450886,"CONTINENTAL INVESTMENT CORP /GA/ - Sep-2007 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1638,VENDOR-1020,GL-2182000,10.97982693,"CONTINENTAL INVESTMENT CORP /GA/ - Aug-2004 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1639,VENDOR-1020,GL-2182000,15.12730422,"CONTINENTAL INVESTMENT CORP /GA/ - Feb-2015 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1640,VENDOR-1020,GL-2182000,85.09780875,"CONTINENTAL INVESTMENT CORP /GA/ - Dec-2000 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1641,VENDOR-1020,GL-2182000,30.5573325,"CONTINENTAL INVESTMENT CORP /GA/ - Nov-2003 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1642,VENDOR-1020,GL-2182000,80.44770412,"CONTINENTAL INVESTMENT CORP /GA/ - Feb-2016 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1643,VENDOR-1013,GL-2182000,89.06383856,"CONTINENTAL CONVEYOR & EQUIPMENT CO - Sep-2011 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1645,VENDOR-1554,GL-2182000,97.37633903,"ORION PICTURES CORP - May-2010 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1646,VENDOR-1134,GL-2182000,88.11484115,"DATA DIMENSIONS INC - Jan-2019 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1647,VENDOR-1134,GL-2182000,93.05616872,"DATA DIMENSIONS INC - Dec-2015 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1650,VENDOR-1014,GL-2182000,40.93906739,"CONTINENTAL CORP - Oct-2011 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1652,VENDOR-946,GL-2182000,59.08133746,"TRI VALLEY CORP - Nov-2009 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1655,VENDOR-831,GL-2182000,36.28073765,"BELL ATLANTIC WASHINGTON DC INC - Aug-2018 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1656,VENDOR-1315,GL-2182000,20.89852716,"EAGLE EXPLORATION CO - May-2011 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1657,VENDOR-1014,GL-2182000,59.41530347,"CONTINENTAL CORP - Jun-2012 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1658,VENDOR-840,GL-2182000,15.97201232,"CHICAGO MILWAUKEE CORP - Jul-2001 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1659,VENDOR-948,GL-2182000,13.18069767,"COMMONWEALTH GAS CO - Feb-2018 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1662,VENDOR-239,GL-2182000,22.74033933,"AMERICAN INTERNATIONAL VENTURES INC /DE/ - Dec-2011 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1663,VENDOR-733,GL-2182000,34.1760935,"CAROLAN & CO INC /BD - May-2014 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1664,VENDOR-1376,GL-2182000,33.59911703,"EIS INTERNATIONAL INC /DE/ - Mar-2004 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1665,VENDOR-1395,GL-2182000,94.47857767,"EMPIRE SECURITIES CORPORATION OF SOUTHERN CALIFORNIA - May-2012 - Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show",CLASS-942
1666,VENDOR-1198,GL-6100410,6.667096173,DETECTION SYSTEMS INC - Dec-2014 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1667,VENDOR-1198,GL-6100410,63.63608438,DETECTION SYSTEMS INC - Sep-2006 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1668,VENDOR-1198,GL-6100410,51.16523895,DETECTION SYSTEMS INC - Mar-2002 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1669,VENDOR-401,GL-6100410,30.79284627,BAGDAD CHASE INC - Dec-2007 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1670,VENDOR-401,GL-6100410,35.27428008,BAGDAD CHASE INC - May-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1671,VENDOR-401,GL-6100410,47.7154624,BAGDAD CHASE INC - Feb-2015 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1672,VENDOR-401,GL-6100410,86.27353373,BAGDAD CHASE INC - Oct-2013 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1675,VENDOR-1198,GL-6100410,23.04435654,DETECTION SYSTEMS INC - Apr-2007 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1676,VENDOR-1198,GL-6100410,59.49127847,DETECTION SYSTEMS INC - May-2004 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1677,VENDOR-214,GL-6101400,94.40429557,AMERICAN HOME PRODUCTS CORP - Mar-2008 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1678,VENDOR-214,GL-6101400,51.11186872,AMERICAN HOME PRODUCTS CORP - Apr-2006 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1679,VENDOR-214,GL-6101400,97.70478982,AMERICAN HOME PRODUCTS CORP - Aug-2006 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1680,VENDOR-214,GL-6101400,93.13869485,AMERICAN HOME PRODUCTS CORP - Feb-2016 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1681,VENDOR-555,GL-6100410,50.8803646,BOISE CASCADE CORP - May-2003 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1682,VENDOR-555,GL-6100410,86.52398615,BOISE CASCADE CORP - Dec-2010 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1683,VENDOR-555,GL-6100410,86.17918531,BOISE CASCADE CORP - Oct-2007 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1684,VENDOR-555,GL-6100410,50.53426699,BOISE CASCADE CORP - Feb-2003 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1685,VENDOR-439,GL-6101400,70.38817189,UNITED NEW MEXICO FINANCIAL CORP - Feb-2009 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1686,VENDOR-1198,GL-6100410,39.65026145,DETECTION SYSTEMS INC - Jun-2016 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1687,VENDOR-1198,GL-6100410,3.95456598,DETECTION SYSTEMS INC - Dec-2004 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1689,VENDOR-1198,GL-6100410,50.52183895,DETECTION SYSTEMS INC - Dec-2004 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1690,VENDOR-1198,GL-6100410,62.02006171,DETECTION SYSTEMS INC - Dec-2001 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1692,VENDOR-1198,GL-6100410,91.75679222,DETECTION SYSTEMS INC - Apr-2000 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1693,VENDOR-677,GL-6100410,29.73883163,CALDWELL WILEY N - Jan-2004 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1694,VENDOR-677,GL-6100410,28.8316437,CALDWELL WILEY N - Oct-2016 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1695,VENDOR-677,GL-6100410,91.65447085,CALDWELL WILEY N - Jan-2009 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1697,VENDOR-677,GL-6100410,40.11949553,CALDWELL WILEY N - Nov-2012 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1698,VENDOR-677,GL-6100410,81.21588423,CALDWELL WILEY N - Jul-2014 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1699,VENDOR-677,GL-6100410,24.12454238,CALDWELL WILEY N - Jan-2014 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1701,VENDOR-1161,GL-6100410,40.59877942,DAYTON HUDSON CORP - Feb-2014 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1702,VENDOR-1161,GL-6100410,23.53987686,DAYTON HUDSON CORP - Jul-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1703,VENDOR-1161,GL-6100410,21.98129944,DAYTON HUDSON CORP - Feb-2011 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1704,VENDOR-1161,GL-6100410,74.01477214,DAYTON HUDSON CORP - Oct-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1705,VENDOR-1161,GL-6100410,51.57033169,DAYTON HUDSON CORP - May-2012 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1706,VENDOR-1161,GL-6100410,44.57836587,DAYTON HUDSON CORP - Nov-2014 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1708,VENDOR-1161,GL-6100410,16.70235499,DAYTON HUDSON CORP - Mar-2013 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1711,VENDOR-1161,GL-6100410,0.550978881,DAYTON HUDSON CORP - May-2003 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1715,VENDOR-1328,GL-6101400,54.31656706,"WELLS FARGO INSTITUTIONAL SECURITIES, LLC - Oct-2008 - Store Construction Fixtures Store Fixtures Store Fixtures",CLASS-913
1716,VENDOR-1161,GL-6100410,48.3088748,DAYTON HUDSON CORP - Feb-2001 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1719,VENDOR-1161,GL-6100410,72.1982716,DAYTON HUDSON CORP - Aug-2000 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1720,VENDOR-555,GL-6100410,23.02218233,BOISE CASCADE CORP - Jul-2007 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1721,VENDOR-555,GL-6100410,78.09398637,BOISE CASCADE CORP - Feb-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1724,VENDOR-677,GL-6100410,89.85533633,CALDWELL WILEY N - Mar-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1725,VENDOR-677,GL-6100410,62.82807685,CALDWELL WILEY N - Jan-2015 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1726,VENDOR-677,GL-6100410,66.33513269,CALDWELL WILEY N - Mar-2004 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1728,VENDOR-677,GL-6100410,86.59824007,CALDWELL WILEY N - May-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1729,VENDOR-677,GL-6100410,42.13869786,CALDWELL WILEY N - Oct-2015 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1733,VENDOR-677,GL-6100410,13.22317178,CALDWELL WILEY N - Oct-2004 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1734,VENDOR-677,GL-6100410,41.35920813,CALDWELL WILEY N - Jul-2010 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1736,VENDOR-677,GL-6100410,91.87024701,CALDWELL WILEY N - May-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1737,VENDOR-677,GL-6100410,29.83070974,CALDWELL WILEY N - Mar-2000 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1740,VENDOR-677,GL-6100410,37.68700834,CALDWELL WILEY N - Dec-2003 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1742,VENDOR-677,GL-6100410,92.44479211,CALDWELL WILEY N - Oct-2001 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1744,VENDOR-677,GL-6100410,18.21013781,CALDWELL WILEY N - Nov-2002 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1748,VENDOR-677,GL-6100410,20.13938459,CALDWELL WILEY N - Sep-2015 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1750,VENDOR-677,GL-6100410,77.64512325,CALDWELL WILEY N - Sep-2010 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1751,VENDOR-677,GL-6100410,54.29279319,CALDWELL WILEY N - Jul-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1753,VENDOR-677,GL-6100410,46.77264964,CALDWELL WILEY N - Jan-2018 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1754,VENDOR-677,GL-6100410,78.21268544,CALDWELL WILEY N - Jul-2001 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1756,VENDOR-677,GL-6100410,27.87333364,CALDWELL WILEY N - Jun-2005 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1758,VENDOR-677,GL-6100410,15.296624,CALDWELL WILEY N - Apr-2010 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1759,VENDOR-677,GL-6100410,52.08789026,CALDWELL WILEY N - Nov-2011 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1760,VENDOR-677,GL-6100410,68.20922653,CALDWELL WILEY N - Jan-2001 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1761,VENDOR-677,GL-6100410,34.06937242,CALDWELL WILEY N - Dec-2011 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1762,VENDOR-677,GL-6100410,73.68424147,CALDWELL WILEY N - Apr-2016 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1764,VENDOR-677,GL-6100410,93.44579317,CALDWELL WILEY N - Feb-2005 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1767,VENDOR-677,GL-6100410,61.2113162,CALDWELL WILEY N - May-2017 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1768,VENDOR-677,GL-6100410,52.9415232,CALDWELL WILEY N - Jul-2000 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1769,VENDOR-677,GL-6100410,79.08037151,CALDWELL WILEY N - Sep-2013 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1771,VENDOR-677,GL-6100410,2.789460566,CALDWELL WILEY N - Dec-2001 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1772,VENDOR-677,GL-6100410,18.3340105,CALDWELL WILEY N - Feb-2003 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1773,VENDOR-677,GL-6100410,58.26393989,CALDWELL WILEY N - Jun-2015 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1774,VENDOR-677,GL-6100410,72.03593096,CALDWELL WILEY N - Aug-2007 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1775,VENDOR-677,GL-6100410,33.28656292,CALDWELL WILEY N - May-2009 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1777,VENDOR-1161,GL-6100410,33.10119506,DAYTON HUDSON CORP - May-2009 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1779,VENDOR-403,GL-6100410,62.49572884,BAILARD BIEHL & KAISER INC /ADV - Jun-2012 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1780,VENDOR-1328,GL-6101400,74.17168626,"WELLS FARGO INSTITUTIONAL SECURITIES, LLC - Aug-2005 - Store Construction Fixtures Store Fixtures Store Fixtures",CLASS-913
1781,VENDOR-1328,GL-6101400,59.40368154,"WELLS FARGO INSTITUTIONAL SECURITIES, LLC - May-2001 - Store Construction Fixtures Store Fixtures Store Fixtures",CLASS-913
1782,VENDOR-1097,GL-6101400,81.47000522,CRYSTAL MOUNTAIN INC - Jul-2001 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1783,VENDOR-1097,GL-6101400,66.92958455,CRYSTAL MOUNTAIN INC - Jan-2019 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1784,VENDOR-1097,GL-6101400,28.05727174,CRYSTAL MOUNTAIN INC - Aug-2018 - Store Construction Fixtures Store Fixtures Store Fixtures,CLASS-913
1786,VENDOR-401,GL-6100410,17.66270968,BAGDAD CHASE INC - Feb-2000 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1787,VENDOR-401,GL-6100410,66.18993852,BAGDAD CHASE INC - Feb-2010 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1789,VENDOR-401,GL-6100410,81.06583401,BAGDAD CHASE INC - Jun-2007 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1790,VENDOR-401,GL-6100410,34.19140457,BAGDAD CHASE INC - Oct-2009 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1791,VENDOR-401,GL-6100410,86.30143345,BAGDAD CHASE INC - Apr-2016 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1793,VENDOR-1550,GL-6100410,57.4410433,FIFTH AVENUE SECURITIES CORP - Sep-2017 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1794,VENDOR-1550,GL-6100410,47.89028066,FIFTH AVENUE SECURITIES CORP - Aug-2013 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1795,VENDOR-1550,GL-6100410,79.79351528,FIFTH AVENUE SECURITIES CORP - Jun-2012 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1797,VENDOR-1550,GL-6100410,26.65719017,FIFTH AVENUE SECURITIES CORP - Dec-2013 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1798,VENDOR-1550,GL-6100410,29.29314201,FIFTH AVENUE SECURITIES CORP - Aug-2017 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1801,VENDOR-1550,GL-6100410,8.008609927,FIFTH AVENUE SECURITIES CORP - Nov-2018 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1802,VENDOR-1550,GL-6100410,95.74999583,FIFTH AVENUE SECURITIES CORP - Nov-2018 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1803,VENDOR-1550,GL-6100410,95.16217434,FIFTH AVENUE SECURITIES CORP - Apr-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1804,VENDOR-1550,GL-6100410,59.67670599,FIFTH AVENUE SECURITIES CORP - Mar-2019 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1805,VENDOR-1550,GL-6100410,93.10830365,FIFTH AVENUE SECURITIES CORP - Feb-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1806,VENDOR-1550,GL-6100410,77.36736389,FIFTH AVENUE SECURITIES CORP - Oct-2016 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1807,VENDOR-1550,GL-6100410,23.78706441,FIFTH AVENUE SECURITIES CORP - Oct-2004 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1809,VENDOR-1550,GL-6100410,98.02115818,FIFTH AVENUE SECURITIES CORP - Apr-2012 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1810,VENDOR-1550,GL-6100410,78.70051543,FIFTH AVENUE SECURITIES CORP - Mar-2017 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1811,VENDOR-1550,GL-6100410,64.53134486,FIFTH AVENUE SECURITIES CORP - Jan-2013 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1813,VENDOR-1550,GL-6100410,77.60305803,FIFTH AVENUE SECURITIES CORP - Jun-2014 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1814,VENDOR-1550,GL-6100410,46.73820588,FIFTH AVENUE SECURITIES CORP - Nov-2006 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1816,VENDOR-677,GL-6100410,62.19377279,CALDWELL WILEY N - Jun-2005 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1817,VENDOR-677,GL-6100410,88.44717358,CALDWELL WILEY N - Aug-2014 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1818,VENDOR-1550,GL-6100410,19.00703409,FIFTH AVENUE SECURITIES CORP - Jan-2012 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1819,VENDOR-1161,GL-6100410,70.62351256,DAYTON HUDSON CORP - Dec-2017 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1820,VENDOR-1161,GL-6100410,85.95620746,DAYTON HUDSON CORP - Feb-2008 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1822,VENDOR-1051,GL-6100410,42.2266057,CORPORATE FUND ACCUMULATION PROGRAM INC - Jun-2002 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
1823,VENDOR-592,GL-6100410,0.553748654,BRENCO INC - Feb-2018 - Production Artworking/Typesetting Prototype and Comp Production/Packaging Design,CLASS-764
